name,avg,x,y
万顷沙,30.58672591905187,113.563762,22.704268
南沙湾,27.17287044040064,113.589741,22.747987
榄核镇,24.982312847699266,113.349691,22.84462
金洲,33.99776697222425,113.550442,22.803408
进港大道,25.722040895796706,113.566435,22.803746
人民北,56.42954669596628,113.261286,23.135995
正果镇,27.17391304347826,113.899794,23.423239
增城区府,27.76066441464548,113.824012,23.285175
增城碧桂园,20.155677128640342,113.580716,23.160951
珠江新城西,109.58258086983543,113.348417,23.153913
珠江新城中,118.88531422107911,113.339912,23.124903
朱村,21.827648065847185,113.706653,23.278347
黄阁,29.428707396403475,113.522161,22.827485
南沙区府,42.23983406215697,113.492975,22.737826
横沥,30.7617705467792,113.517805,22.759024
东涌,32.18582697437889,113.461649,22.889606
明珠湾,40.10533462136743,113.564561,22.740537
南沙港,29.022545047388135,113.618269,22.775982
鱼窝头,32.97872340425532,113.463947,22.853005
粤垦,70.7583488949685,113.338583,23.16282
五山,70.50253759785643,113.356912,23.157631
天河南,84.5976652232346,113.340525,23.136139
林和,88.58489553933057,113.332175,23.149389
金融城,82.28322636160496,113.385583,23.127658
岑村,34.06126286686416,113.389006,23.171332
车陂,62.389558461962395,113.400456,23.131892
长兴,60.14692756957535,113.354744,23.176105
华景新城,67.10625741217899,113.367219,23.14298
汇景新城,74.27461581336215,113.376832,23.15553
龙口东,85.58282682804827,113.340886,23.143474
天河公园,73.55006771078601,113.369203,23.13075
石牌,72.88016239156212,113.3382,23.13898
龙口西,80.4457951844864,113.341531,23.147215
棠下,59.58440442633589,113.387905,23.137586
员村,62.08382313103277,113.372227,23.128018
体育中心,82.97239663261273,113.298095,23.348001
天润路,74.64188900850979,113.342552,23.149164
珠江新城东,103.67218709731549,113.339912,23.124903
燕塘,57.3811685288674,113.334739,23.166045
西朗,44.91686708831137,113.23943,23.07243
周门,56.55829481645202,113.244579,23.135618
沙面,96.00436518073504,113.251354,23.111754
龙溪,44.90472907758203,113.199177,23.071892
菊树,47.380012961873014,113.21941,23.071556
鹤洞,60.27479496296627,113.246665,23.078365
黄沙,67.17836461040528,113.24178,23.120859
广钢新城,66.16272079264624,113.253829,23.07281
东塱,54.1910202112445,113.260627,23.070452
汾水,39.59382680020272,113.228249,23.088133
芳村,67.63249468068008,113.234176,23.099319
和平西,67.75074380725314,113.252247,23.11743
滘口,46.96385177097708,113.214951,23.119966
花地湾,43.707901530947666,113.236521,23.090863
坑口,52.375715782624766,113.242301,23.082101
南岸路,54.746808945852976,113.236513,23.138096
西关,63.746480374080626,113.242593,23.1254
中山八,67.32444373366019,113.239734,23.13129
西场,49.979201732400234,113.242513,23.143312
茶滘,40.33771991066942,113.234185,23.094564
大坦沙,61.919564324868055,113.226328,23.128992
越秀南,72.8536868493618,113.285786,23.124626
西门口,68.80706474956223,113.1989,23.3342
淘金,73.74076081893683,113.294443,23.145645
人民路,62.25895945801237,113.259604,23.125974
农讲所,72.93455445367184,113.28287,23.13386
建设路,79.86920363261656,113.596245,23.54897
龙津,66.3109595655383,113.255817,23.128327
解放南,69.48914687191004,113.269182,23.12439
五羊新城,75.42867689779023,113.317114,23.126086
流花站前,53.705127255916274,113.259498,23.150917
盘福,67.78481668171557,113.267944,23.142745
水荫,75.161701719951,113.31534,23.14345
杨箕,97.28196132221767,113.31794,23.135157
小北,72.97589040165776,113.280732,23.14428
西华路,65.29507434644728,113.258419,23.135614
陈家祠,65.53112550080814,113.253344,23.131601
解放北,58.69236924381507,113.62052,23.126155
二沙岛,139.61972409460995,113.31848,23.114577
东山口,84.27863462006496,113.302257,23.130637
东川路,75.9275243228284,113.292465,23.131163
东风西,62.30012619658878,113.253935,23.139991
新塘北,30.962851304720708,113.419327,23.16898
中新镇,24.767566278286207,113.619602,23.291463
新塘南,24.640032106909484,113.638373,23.157987
小楼镇,5.076142131979696,113.813011,23.423858
智慧城,70.63607639309437,113.177118,23.467904
永和,25.716314311267144,113.598926,23.181694
鱼珠,78.47469469077228,113.433782,23.105225
北京路,70.46624820022913,113.275394,23.127937
东风东,88.16628919968767,113.308495,23.137166
东湖,83.35110992526107,113.298559,23.120877
公园前,89.66062611204427,113.271791,23.131223
环市东,75.28812161674738,113.300526,23.141088
黄花岗,87.62666422231803,113.301505,23.145734
海珠广场,71.99202142123578,113.2723,23.121205
石滩镇,14.77130310109041,113.800848,23.174154
荔城富鹏,16.369450733528232,113.838951,23.307999
派潭镇,15.868984417984663,113.790648,23.496025
白江,30.290000291249758,113.602985,23.128037
文冲,71.39086392977222,113.480541,23.109337
黄村,70.41864183632256,113.419568,23.132456
黄埔区府,58.406510328330974,113.486874,23.186106
高唐,48.10041833743494,113.418365,23.189827
科学城,52.878686084534245,113.456426,23.171838
沙村,38.95733825859819,113.569952,23.120701
开发东区,32.817276673753874,113.271606,23.041884
开发西区,32.76737040404731,113.53602,23.063984
香雪,55.359227302585445,113.533589,23.189269
夏园,49.48756873330775,113.523687,23.087257
荔城中区,25.406146686612484,113.858779,23.287219
福和镇,16.433310282937107,113.638152,23.365702
荔城西区,22.8012023077397,113.859729,23.286734
荔城增江,21.693597318305475,113.832531,23.262292
凤凰城,27.492539549376364,113.581273,23.131506
中大,60.880900076487556,113.30363,23.096979
新港西,77.65041979875137,113.31812,23.101749
琶洲中,97.60746297538124,113.370424,23.103804
钟落潭,17.90842582647094,113.410978,23.391708
沥滘,96.29747331955197,113.325595,23.060691
前进路,64.61470809153609,113.798345,23.175305
知识城,35.67306347031295,113.538271,23.328463
磨碟沙,89.80493353874549,113.346674,23.104306
南洲,60.94581598613286,113.316308,23.070518
同福,58.85656882955861,113.273414,23.112579
万胜围,102.546124861613,113.38889,23.103168
沙园,56.092174431354756,113.266994,23.094791
大沙地,54.320483629448255,113.45412,23.108076
东圃,61.81601903654804,113.415697,23.124325
元下田,45.695858176245984,113.306747,23.223371
西村,57.48417802820031,113.24695,23.148139
沙太北,51.904751986770854,113.365208,23.266299
南湖,47.04496778819512,113.338089,23.226622
三元里,47.42467327389854,113.266901,23.164149
沙河,55.538054625247995,113.31573,23.155651
人和,39.992780861837495,113.307599,23.335624
梅花园,52.927856306604774,113.327758,23.184293
石井,41.61807744719443,113.244128,23.213621
沙太南,75.11456191550145,113.337415,23.178801
同和,55.909452406558394,113.337154,23.206451
同德围,38.495924162845,113.249164,23.181041
天河客运站,76.84625157780869,113.35038,23.176465
